t,x,y
-8.0,-32.0,0.06153846153846154
-7.838383838383838,-31.353535353535353,0.0640612310593372
-7.6767676767676765,-30.707070707070706,0.06674145941188388
-7.515151515151516,-30.060606060606062,0.06959244643969772
-7.353535353535354,-29.414141414141415,0.07262891706883295
-7.191919191919192,-28.767676767676768,0.0758672072298716
-7.03030303030303,-28.12121212121212,0.07932547848414766
-6.8686868686868685,-27.474747474747474,0.08302396648884693
-6.707070707070707,-26.828282828282827,0.08698526948260141
-6.545454545454545,-26.18181818181818,0.09123468426013197
-6.383838383838384,-25.535353535353536,0.09580059869265074
-6.222222222222222,-24.88888888888889,0.1007149518184644
-6.0606060606060606,-24.242424242424242,0.10601377497627103
-5.898989898989899,-23.595959595959595,0.11173783051214597
-5.737373737373737,-22.949494949494948,0.11793336842896894
-5.575757575757576,-22.303030303030305,0.12465302618400342
-5.4141414141414135,-21.656565656565654,0.13195690296435175
-5.252525252525253,-21.01010101010101,0.13991384755943054
-5.090909090909091,-20.363636363636363,0.1486030089038993
-4.929292929292929,-19.717171717171716,0.15811571114561698
-4.767676767676767,-19.07070707070707,0.16855773158200232
-4.6060606060606055,-18.424242424242422,0.18005208118050678
-4.444444444444445,-17.77777777777778,0.19274241522903032
-4.282828282828282,-17.131313131313128,0.2067972380615793
-4.121212121212121,-16.484848484848484,0.22241511360735255
-3.9595959595959593,-15.838383838383837,0.23983115651668555
-3.7979797979797976,-15.19191919191919,0.25932516189632027
-3.636363636363636,-14.545454545454543,0.2812318419523534
-3.474747474747474,-13.898989898989896,0.3059537838407331
-3.313131313131313,-13.252525252525253,0.3339779358521106
-3.1515151515151514,-12.606060606060606,0.36589668206635867
-2.9898989898989896,-11.959595959595958,0.4024348932937784
-2.828282828282828,-11.313131313131311,0.4444847564086577
-2.666666666666666,-10.666666666666664,0.4931506849315071
-2.5050505050505043,-10.020202020202017,0.5498071663978686
-2.3434343434343425,-9.37373737373737,0.6161728880157175
-2.1818181818181817,-8.727272727272727,0.6944045911047346
-2.02020202020202,-8.08080808080808,0.7872131081705188
-1.8585858585858581,-7.4343434343434325,0.8980003206816779
-1.6969696969696964,-6.787878787878785,1.0310059171597639
-1.5353535353535346,-6.141414141414138,1.1914298738793505
-1.3737373737373728,-5.494949494949491,1.385447220553417
-1.212121212121212,-4.848484848484848,1.6199330606173303
-1.0505050505050502,-4.202020202020201,1.9015375660862404
-0.8888888888888884,-3.5555555555555536,2.234482758620691
-0.7272727272727266,-2.9090909090909065,2.616216216216218
-0.5656565656565649,-2.2626262626262594,3.0303779856226347
-0.4040404040404031,-1.6161616161616124,3.4386457328304556
-0.2424242424242422,-0.9696969696969688,3.777970511708587
-0.08080808080808044,-0.32323232323232176,3.9740496705524584
0.08080808080808133,0.3232323232323253,3.9740496705524575
0.24242424242424399,0.9696969696969759,3.777970511708584
0.40404040404040487,1.6161616161616195,3.4386457328304516
0.5656565656565657,2.262626262626263,3.030377985622632
0.7272727272727284,2.9090909090909136,2.616216216216213
0.8888888888888893,3.555555555555557,2.234482758620689
1.050505050505052,4.202020202020208,1.901537566086237
1.2121212121212128,4.848484848484851,1.6199330606173288
1.3737373737373737,5.494949494949495,1.3854472205534156
1.5353535353535364,6.141414141414145,1.1914298738793485
1.6969696969696972,6.787878787878789,1.0310059171597632
1.85858585858586,7.43434343434344,0.8980003206816767
2.0202020202020208,8.080808080808083,0.7872131081705183
2.1818181818181834,8.727272727272734,0.6944045911047337
2.3434343434343443,9.373737373737377,0.6161728880157167
2.505050505050505,10.02020202020202,0.5498071663978683
2.666666666666668,10.666666666666671,0.49315068493150643
2.8282828282828287,11.313131313131315,0.4444847564086573
2.9898989898989914,11.959595959595966,0.40243489329377796
3.1515151515151523,12.606060606060609,0.3658966820663585
3.313131313131315,13.25252525252526,0.3339779358521102
3.474747474747476,13.898989898989903,0.3059537838407328
3.6363636363636367,14.545454545454547,0.28123184195235323
3.7979797979797993,15.191919191919197,0.25932516189632004
3.9595959595959602,15.838383838383841,0.23983115651668546
4.121212121212123,16.48484848484849,0.2224151136073524
4.282828282828284,17.131313131313135,0.2067972380615791
4.444444444444445,17.77777777777778,0.19274241522903032
4.606060606060607,18.42424242424243,0.18005208118050667
4.767676767676768,19.070707070707073,0.16855773158200224
4.929292929292931,19.717171717171723,0.15811571114561687
5.090909090909092,20.363636363636367,0.14860300890389924
5.252525252525254,21.010101010101017,0.13991384755943045
5.414141414141415,21.65656565656566,0.13195690296435167
5.575757575757576,22.303030303030305,0.12465302618400342
5.737373737373739,22.949494949494955,0.11793336842896887
5.8989898989899,23.5959595959596,0.11173783051214595
6.060606060606062,24.24242424242425,0.10601377497627097
6.222222222222223,24.888888888888893,0.10071495181846436
6.383838383838386,25.535353535353543,0.09580059869265067
6.545454545454547,26.181818181818187,0.09123468426013193
6.707070707070708,26.82828282828283,0.08698526948260138
6.86868686868687,27.47474747474748,0.08302396648884687
7.030303030303031,28.121212121212125,0.07932547848414763
7.191919191919194,28.767676767676775,0.07586720722987156
7.353535353535355,29.41414141414142,0.07262891706883294
7.515151515151516,30.060606060606062,0.06959244643969772
7.676767676767678,30.707070707070713,0.06674145941188385
7.838383838383839,31.353535353535356,0.06406123105933718
8.0,32.0,0.06153846153846154
