t,x,y,z
0.0,2.0,0.0,0.0
0.005025125628140704,1.9990031782523476,0.06313709952962106,0.010050251256281407
0.010050251256281407,1.9960137066629868,0.1262112626253473,0.020100502512562814
0.01507537688442211,1.991034565202212,0.18915961558968988,0.03015075376884422
0.020100502512562814,1.9840707171865155,0.2519194101354351,0.04020100502512563
0.02512562814070352,1.9751291043310475,0.31442808593450156,0.05025125628140704
0.03015075376884422,1.9642186398299608,0.37662333297943573,0.06030150753768844
0.035175879396984924,1.9513501994715472,0.43844315369538267,0.07035175879396985
0.04020100502512563,1.9365366107970143,0.4998259247406167,0.08040201005025126
0.04522613065326633,1.919792640313714,0.5607104584340289,0.09045226130653267
0.05025125628140704,1.9011349787755658,0.6210360637483376,0.10050251256281408
0.05527638190954774,1.8805822245453512,0.6807426068082257,0.11055276381909548
0.06030150753768844,1.8581548650554611,0.7397705708330936,0.12060301507537688
0.06532663316582915,1.8338752563855776,0.798061115464682,0.1306532663316583
0.07035175879396985,1.807767600977647,0.8555561354204192,0.1407035175879397
0.07537688442211056,1.7798579235103604,0.912198318414032,0.15075376884422112
0.08040201005025126,1.7501740449571874,0.9679312022856774,0.16080402010050251
0.08542713567839195,1.718745554853824,1.0226992312846532,0.1708542713567839
0.09045226130653267,1.6856037818027012,1.0764478114485772,0.18090452261306533
0.09547738693467336,1.6507817622439525,1.1291233650238361,0.19095477386934673
0.10050251256281408,1.6143142075239707,1.1806733838730568,0.20100502512562815
0.10552763819095477,1.5762374692943848,1.2310464818163585,0.21105527638190955
0.11055276381909548,1.5365895032759413,1.2801924458542144,0.22110552763819097
0.11557788944723618,1.4954098314234183,1.3280622862208624,0.23115577889447236
0.12060301507537688,1.4527395025292789,1.3746082852183685,0.24120603015075376
0.12562814070351758,1.4086210513053445,1.4197840447826655,0.25125628140703515
0.1306532663316583,1.3630984559832675,1.4635445327341536,0.2613065326633166
0.135678391959799,1.3162170944760754,1.505846127666754,0.271356783919598
0.1407035175879397,1.2680236991444773,1.546646662430678,0.2814070351758794
0.1457286432160804,1.2185663102130335,1.5859054661655572,0.2914572864321608
0.15075376884422112,1.1678942278826123,1.6235834048420417,0.30150753768844224
0.15577889447236182,1.1160579631868803,1.6596429202714518,0.31155778894472363
0.16080402010050251,1.0631091876418028,1.6940480675445977,0.32160804020100503
0.1658291457286432,1.009100681738355,1.7267645508624465,0.3316582914572864
0.1708542713567839,0.9540862823297795,1.7577597577229205,0.3417085427135678
0.17587939698492464,0.8981208289658403,1.7870027914297482,0.35175879396984927
0.18090452261306533,0.8412601092275683,1.8144645018909629,0.36180904522613067
0.18592964824120603,0.7835608031169863,1.840117514676349,0.37185929648241206
0.19095477386934673,0.725080426557249,1.8639362583048695,0.38190954773869346
0.19597989949748745,0.6658772740595221,1.885896989734874,0.3919597989949749
0.20100502512562815,0.6060103606137455,1.9059778180316784,0.4020100502512563
0.20603015075376885,0.5455393628612064,1.9241587261889257,0.4120603015075377
0.21105527638190955,0.48452455960756635,1.9404215910819727,0.4221105527638191
0.21608040201005024,0.42302677173563813,1.9547502015334144,0.4321608040201005
