t,x,y
-2.0,15.0,-7.0
-1.979899497487437,14.366415837987967,-6.761210029846715
-1.9597989949748744,13.751837592918328,-6.527219694848069
-1.9396984924623115,13.15588132336197,-6.297980267743607
-1.9195979899497488,12.578167005659491,-6.073443021272876
-1.899497487437186,12.018318533921153,-5.853559228175421
-1.879396984924623,11.475963720026915,-5.638280161190792
-1.8592964824120604,10.950734293626423,-5.427557093058536
-1.8391959798994975,10.442265902138994,-5.221341296518196
-1.8190954773869348,9.950198110753643,-5.019584044309323
-1.7989949748743719,9.474174402429059,-4.82223660917146
-1.778894472361809,9.013842177893624,-4.629250263844156
-1.7587939698492463,8.568852755645407,-4.44057628106696
-1.7386934673366834,8.138861371952148,-4.256165933579414
-1.7185929648241207,7.723527180851287,-4.07597049412107
-1.6984924623115578,7.322513254149934,-3.899941235431469
-1.678391959798995,6.935486581424895,-3.728029430250162
-1.6582914572864322,6.562118070022662,-3.5601863513166965
-1.6381909547738693,6.2020825450594,-3.396363271370615
-1.6180904522613067,5.855058749420971,-3.2365114631514693
-1.5979899497487438,5.520729343762911,-3.080582199398802
-1.5778894472361809,5.198780906510446,-2.928526752852162
-1.557788944723618,4.888903933858491,-2.7802963962510963
-1.5376884422110553,4.590792839771641,-2.6358424023351525
-1.5175879396984926,4.304145955984175,-2.4951160438438764
-1.4974874371859297,4.028665532000051,-2.358068593516813
-1.4773869346733668,3.7640577350929254,-2.224651324093511
-1.457286432160804,3.5100326503061297,-2.094815508313517
-1.4371859296482412,3.266304280452686,-1.9685124189163794
-1.4170854271356785,3.032590546115294,-1.8456933286416435
-1.3969849246231156,2.8086132856463397,-1.7263095102288548
-1.3768844221105527,2.5940982551678986,-1.6103122364175615
-1.3567839195979898,2.3887751285717274,-1.4976527799473103
-1.3366834170854272,2.1923774975192707,-1.3882824135576497
-1.3165829145728645,2.004642871441652,-1.2821524099881247
-1.2964824120603016,1.8253126775396815,-1.1792140419782813
-1.2763819095477387,1.654132260783857,-1.0794185822676674
-1.2562814070351758,1.4908508839143595,-0.9827173035958301
-1.236180904522613,1.3352217274410552,-0.889061478702317
-1.2160804020100502,1.1870018896434913,-0.7984023803266729
-1.1959798994974875,1.0459523865709062,-0.7106912812084465
-1.1758793969849246,0.911838152042215,-0.6258794540871828
-1.1557788944723617,0.7844280376460242,-0.5439181717024297
-1.135678391959799,0.6634948127406237,-0.4647587067937349
-1.1155778894472361,0.548815164453984,-0.38835233210064346
-1.0954773869346734,0.4401696976837659,-0.3146503203627036
-1.0753768844221105,0.33734293509730984,-0.24360394431946086
-1.0552763819095476,0.24012331713164414,-0.17516447671046298
-1.035175879396985,0.14830320199348224,-0.10928319027525712
-1.015075376884422,0.06167886565921887,-0.04591135775338895
-0.9949748743718594,-0.019949498125062748,0.014999748115593459
-0.9748743718592965,-0.0967777778435982,0.07349885459214456
-0.9547738693467336,-0.16899794421093572,0.1296346889367168
-0.9346733668341709,-0.2367980501719391,0.1834559784097629
-0.914572864321608,-0.3003622309017897,0.2350114502717371
-0.8944723618090451,-0.35987070380598185,0.2843498317830919
-0.8743718592964824,-0.41549976852032533,0.3315198502042801
-0.8542713567839195,-0.46742180691094737,0.37657023279575597
-0.8341708542713568,-0.5158052830742876,0.41954970681797144
-0.8140703517587939,-0.560814743337104,0.46050699953138086
-0.793969849246231,-0.6026108162564674,0.4994908381964368
-0.7738693467336684,-0.6413502126197648,0.5365499500735921
-0.7537688442211055,-0.677185725444699,0.5717330624233007
-0.7336683417085428,-0.7102662299792873,0.605088902506015
-0.7135678391959799,-0.7407366837018634,0.6366661975821889
-0.693467336683417,-0.7687381263210753,0.6665136749122752
-0.6733668341708543,-0.7944076797758863,0.6946800617567268
-0.6532663316582914,-0.8178785482355763,0.7212140853759975
-0.6331658291457287,-0.8392800180997388,0.7461644730305399
-0.6130653266331658,-0.858737457998284,0.7695799519808075
-0.5929648241206029,-0.8763723187914368,0.7915092494872535
-0.5728643216080402,-0.8923021335697372,0.8120010928103307
-0.5527638190954773,-0.9066405176540413,0.8311042092104928
-0.5326633165829147,-0.9194971685955196,0.8488673259481925
-0.5125628140703518,-0.9309778661756587,0.8653391702838833
-0.49246231155778886,-0.9411844724062602,0.8805684694780181
-0.4723618090452262,-0.9502149315294408,0.8946039507910503
-0.4522613065326633,-0.958163270017633,0.9074943414834329
-0.4321608040201004,-0.9651195965735843,0.9192883688156193
-0.4120603015075377,-0.9711701021303574,0.9300347600480623
-0.3919597989949748,-0.9763970598513307,0.9397822424412154
-0.3718592964824121,-0.9808788251301978,0.9485795432555317
-0.3517587939698492,-0.9846898355909673,0.9564753897514643
-0.3316582914572863,-0.9879006110879638,0.9635185091894665
-0.31155778894472363,-0.9905777537058265,0.9697576288299912
-0.29145728643216073,-0.9927839477595102,0.9752414759334919
-0.27135678391959805,-0.9945779597942852,0.9800187777604215
-0.25125628140703515,-0.996014638585737,0.9841382615712334
-0.23115577889447225,-0.9971449151397663,0.9876486546263806
-0.21105527638190957,-0.9980158026925894,0.9905986841863162
-0.19095477386934667,-0.9986703967107375,0.9930370775114937
-0.170854271356784,-0.9991478748910575,0.9950125618623661
-0.1507537688442211,-0.9994834971607115,0.9965738644993865
-0.1306532663316582,-0.9997086056771769,0.997769712683008
-0.11055276381909551,-0.9998506248282465,0.998648833673684
-0.09045226130653261,-0.9999330612320282,0.9992599547318675
-0.07035175879396993,-0.9999755037369455,0.9996518031180117
-0.05025125628140703,-0.9999936234217371,0.9998731060925699
-0.03015075376884413,-0.9999991735954571,0.9999725909159951
-0.01005025125628145,-0.9999999897974747,0.9999989848487406
0.010050251256281229,-0.9999999897974747,1.0000010151512595
0.03015075376884413,-0.9999991735954571,1.000027409084005
0.05025125628140703,-0.9999936234217371,1.0001268939074301
0.07035175879396993,-0.9999755037369455,1.0003481968819883
0.09045226130653283,-0.9999330612320282,1.0007400452681325
0.11055276381909529,-0.9998506248282465,1.0013511663263162
0.1306532663316582,-0.9997086056771769,1.002230287316992
0.1507537688442211,-0.9994834971607115,1.0034261355006135
0.170854271356784,-0.9991478748910575,1.004987438137634
0.1909547738693469,-0.9986703967107375,1.0069629224885064
0.2110552763819098,-0.9980158026925894,1.0094013158136836
0.23115577889447225,-0.9971449151397663,1.0123513453736195
0.25125628140703515,-0.996014638585737,1.0158617384287667
0.27135678391959805,-0.9945779597942852,1.0199812222395785
0.29145728643216096,-0.9927839477595102,1.0247585240665082
0.31155778894472386,-0.9905777537058263,1.0302423711700088
0.3316582914572863,-0.9879006110879638,1.0364814908105335
0.3517587939698492,-0.9846898355909673,1.0435246102485356
0.3718592964824121,-0.9808788251301978,1.0514204567444683
0.391959798994975,-0.9763970598513306,1.0602177575587846
0.4120603015075379,-0.9711701021303573,1.0699652399519377
0.4321608040201004,-0.9651195965735843,1.0807116311843807
0.4522613065326633,-0.958163270017633,1.0925056585165671
0.4723618090452262,-0.9502149315294408,1.1053960492089498
0.4924623115577891,-0.9411844724062601,1.119431530521982
0.512562814070352,-0.9309778661756586,1.134660829716117
0.5326633165829144,-0.9194971685955198,1.1511326740518073
0.5527638190954773,-0.9066405176540413,1.1688957907895072
0.5728643216080402,-0.8923021335697372,1.1879989071896693
0.5929648241206031,-0.8763723187914366,1.2084907505127467
0.613065326633166,-0.8587374579982838,1.2304200480191927
0.6331658291457285,-0.8392800180997391,1.2538355269694599
0.6532663316582914,-0.8178785482355763,1.2787859146240024
0.6733668341708543,-0.7944076797758863,1.3053199382432732
0.6934673366834172,-0.7687381263210751,1.3334863250877251
0.7135678391959801,-0.7407366837018632,1.3633338024178114
0.7336683417085426,-0.7102662299792877,1.3949110974939847
0.7537688442211055,-0.677185725444699,1.4282669375766992
0.7738693467336684,-0.6413502126197648,1.4634500499264078
0.7939698492462313,-0.602610816256467,1.5005091618035635
0.8140703517587942,-0.5608147433371036,1.5394930004686196
0.8341708542713566,-0.5158052830742883,1.5804502931820281
0.8542713567839195,-0.46742180691094737,1.623429767204244
0.8743718592964824,-0.41549976852032533,1.66848014979572
0.8944723618090453,-0.3598707038059812,1.7156501682169085
0.9145728643216082,-0.30036223090178904,1.7649885497282636
