t,x,y
0.9346733668341707,-0.2367980501719399,1.8165440215902366
0.9547738693467336,-0.16899794421093572,1.8703653110632832
0.9748743718592965,-0.0967777778435982,1.9265011454078556
0.9949748743718594,-0.019949498125062748,1.9850002518844065
1.0150753768844223,0.06167886565921976,2.04591135775339
1.0351758793969852,0.14830320199348335,2.109283190275258
1.0552763819095476,0.24012331713164414,2.1751644767104628
1.0753768844221105,0.33734293509730984,2.243603944319461
1.0954773869346734,0.4401696976837659,2.314650320362704
1.1155778894472363,0.5488151644539854,2.388352332100644
1.1356783919597992,0.663494812740625,2.4647587067937358
1.1557788944723617,0.7844280376460242,2.5439181717024297
1.1758793969849246,0.911838152042215,2.625879454087183
1.1959798994974875,1.0459523865709062,2.7106912812084465
1.2160804020100504,1.187001889643493,2.7984023803266735
1.2361809045226133,1.335221727441057,2.889061478702318
1.2562814070351758,1.4908508839143595,2.9827173035958303
1.2763819095477387,1.654132260783857,3.0794185822676674
1.2964824120603016,1.8253126775396815,3.1792140419782813
1.3165829145728645,2.004642871441652,3.2821524099881247
1.3366834170854274,2.1923774975192725,3.388282413557651
1.3567839195979898,2.3887751285717274,3.4976527799473103
1.3768844221105527,2.5940982551678986,3.6103122364175615
1.3969849246231156,2.8086132856463397,3.726309510228855
1.4170854271356785,3.032590546115294,3.8456933286416435
1.4371859296482414,3.2663042804526885,3.9685124189163807
1.457286432160804,3.5100326503061297,4.094815508313517
1.4773869346733668,3.7640577350929254,4.224651324093511
1.4974874371859297,4.028665532000051,4.358068593516813
1.5175879396984926,4.304145955984175,4.495116043843876
1.5376884422110555,4.590792839771645,4.635842402335154
1.557788944723618,4.888903933858491,4.780296396251096
1.5778894472361809,5.198780906510446,4.928526752852163
1.5979899497487438,5.520729343762911,5.080582199398802
1.6180904522613067,5.855058749420971,5.236511463151469
1.6381909547738696,6.202082545059404,5.396363271370617
1.658291457286432,6.562118070022659,5.560186351316695
1.678391959798995,6.935486581424895,5.728029430250162
1.6984924623115578,7.322513254149934,5.899941235431469
1.7185929648241207,7.723527180851287,6.07597049412107
1.7386934673366836,8.138861371952151,6.256165933579417
1.758793969849246,8.568852755645402,6.440576281066958
1.778894472361809,9.013842177893624,6.629250263844156
1.7989949748743719,9.474174402429059,6.82223660917146
1.8190954773869348,9.950198110753643,7.019584044309323
1.8391959798994977,10.442265902138999,7.221341296518198
1.8592964824120601,10.950734293626418,7.4275570930585335
1.879396984924623,11.475963720026915,7.638280161190792
1.899497487437186,12.018318533921153,7.853559228175421
1.9195979899497488,12.578167005659491,8.073443021272876
1.9396984924623117,13.155881323361976,8.297980267743608
1.9597989949748746,13.751837592918335,8.527219694848071
1.979899497487437,14.366415837987967,8.761210029846715
2.0,15.0,9.0
