x,y
9.75,-8.125
9.375009469457842,-7.733990223966478
9.003806722052474,-7.352354735344355
8.636391757783894,-6.9799983637030625
8.272764576652104,-6.616825938612028
7.912925178657104,-6.2627422896406735
7.556873563798894,-5.91765224635843
7.204609732077474,-5.581460638334725
6.856133683492843,-5.254072295138988
6.511445418044998,-4.93539204634064
6.170544935733948,-4.6253247215091156
5.833432236559684,-4.3237751502138355
5.5001073205222095,-4.030648162024232
5.170570187621524,-3.745848586509732
4.844820837857631,-3.469281253239761
4.522859271230524,-3.2008509917837458
4.204685487740209,-2.9404626317111173
3.8902994873866827,-2.6880210025913005
3.579701270169946,-2.4434309339937235
3.2728908360899984,-2.2065972554878126
2.96986818514684,-1.977424796642997
2.670633317340472,-1.755818387028703
2.375186232670892,-1.541682856214356
2.0835269311381026,-1.3349230337693871
1.7956554127421036,-1.1354437492632226
1.5115716774828925,-0.9431498322652896
1.2312757253604718,-0.7579461123450137
0.9547675563748403,-0.579737419071825
0.6820471705259981,-0.40842858201514964
0.41311456781394496,-0.24392443074441506
0.14796974823868103,-0.08612979482904759
-0.11338728819979238,0.06505049616152281
-0.3709565415014766,0.20971161265786975
-0.6247380116663717,0.34794872509056685
-0.8747316986944762,0.47985700389018593
-1.120937602585793,0.6055316194873006
-1.363355723340319,0.725067742312481
-1.601986060958056,0.8385605427963019
-1.8368286154390039,0.9461051913693361
-2.067883386783161,1.047796858462155
-2.295150374990532,1.143730714505332
-2.518629580061111,1.234001929929439
-2.7383210019949007,1.3187056751650483
-2.9542246407919,1.3979371206427333
-3.1663404964521105,1.4717914367930662
-3.3746685689755322,1.5403637940466206
-3.579208858362163,1.6037493628339674
-3.7799613646120056,1.6620433135856811
-3.9769260877250585,1.7153408167323323
-4.170103027701321,1.7637370427044954
-4.359492184540795,1.8073271619327413
-4.5450935582434795,1.8462063448476447
-4.726907148809374,1.8804697618797757
-4.904932956238479,1.9102125834597095
-5.079170980530796,1.9355299800180161
-5.249621221686322,1.9565171219852706
-5.416283679705058,1.9732691797920436
-5.5791583545870065,1.9858813238689093
-5.738245246332164,1.9944487246464384
-5.893544354940532,1.9990665525552056
-6.045055680412112,1.9998299780257818
-6.192779222746901,1.9968341714887412
-6.3367149819449,1.9901743033746544
-6.476862958006112,1.9799455441140963
-6.613223150930532,1.966243064137637
-6.745795560718164,1.9491620338758513
-6.8745801873690064,1.9287976237593103
-6.999577030883058,1.905245004218588
-7.120786091260322,1.8785993456842554
-7.238207368500795,1.8489558185868868
-7.35184086260448,1.816409593357053
-7.461686573571375,1.7810558404253283
-7.56774450140148,1.7429897302222837
-7.6700146460947956,1.7023064331784932
