x,y
-0.2706705664732254,-14.7781121978613
-0.27339068864075017,-14.338462072869264
-0.27610968561164667,-13.91045769436245
-0.2788263903307481,-13.493809668437454
-0.2815395888152553,-13.08823550721706
-0.28424801873022715,-12.693459468593634
-0.28695036792556944,-12.3092123996159
-0.28964527293354786,-11.93523158343752
-0.29233131742582447,-11.571260589747718
-0.2950070306289929,-11.217049128606039
-0.2976708856975647,-10.872352907604894
-0.30032129804332985,-10.536933492285435
-0.302956623619993,-10.21055816973375
-0.30557515716195627,-9.892999815286114
-0.308175130376095,-9.584036762273623
-0.3107547100853425,-9.283452674737918
-0.31331199632287304,-8.991036423051442
-0.3158450203756424,-8.706581962376985
-0.3183517427760146,-8.42988821390274
-0.32083005124017366,-8.160758948790617
-0.3232777585519874,-7.899002674776786
-0.32569260039095776,-7.644432525364868
-0.3280722331028598,-7.396866151553531
-0.3304142314116374,-7.156125616041438
-0.3327160860710897,-6.922037289853878
-0.3349752014548455,-6.694431751336576
-0.33718889308308886,-6.473143687463398
-0.3393543850844605,-6.25801179740586
-0.34146880759152226,-6.048878698313526
-0.34352919406813337,-5.845590833255437
-0.3455324785670467,-5.647998381273941
-0.34747549291599383,-5.455955169503262
-0.3493549638304853,-5.269318587306266
-0.3511675099515105,-5.087949502383879
-0.35290963880627657,-4.911712178812697
-0.35457774369008416,-4.740474196967212
-0.3561681004673888,-4.574106375284159
-0.3576768642900527,-4.412482693827321
-0.3591000662307429,-4.255480219612168
-0.3604336098293821,-4.102979033650516
-0.3616732675505106,-3.9548621596763653
-0.3628146771493644,-3.8110154945148484
-0.363853337944423,-3.671327740057165
-0.3647846069941284,-3.5356903368051245
-0.3656036951754183,-3.4039973989497736
-0.36630566316166396,-3.2761456509493976
-0.3668854172975448,-3.1520343655728724
-0.3673377053683309,-3.0315653033752317
-0.36765711226098785,-2.914642653572916
-0.36783805551445453,-2.8011729762870115
-0.3678747807563816,-2.691065146123431
-0.36776135702355534,-2.5842302970596918
-0.36749167196316446,-2.480581768608642
-0.3670594269119999,-2.3800350532301353
-0.36645813185060966,-2.2825077449622952
-0.36568110022935923,-2.187919489244677
-0.3647214436632759,-2.0961919339062116
-0.3635720664924815,-2.0072486812914443
-0.3622256602049431,-1.9210152414991983
-0.36067469771819227,-1.8374189867083088
-0.35891142751658583,-1.7563891065657182
-0.35692786764059886,-1.6778565646127084
-0.35471579952455806,-1.601754055725632
-0.3522667616791404,-1.528015964548031
-0.34957204321487073,-1.4565783248915125
-0.34662267720276957,-1.3873787800833164
-0.3434094338682048,-1.320356544238955
-0.33992281361391363,-1.25545236443881
-0.3361530398680622,-1.1926084837880633
-0.3320900517531147,-1.1317686053397569
-0.32772349657118316,-1.0728778568612847
-0.32304272210143,-1.015882756425013
-0.31803676870498565,-0.9607311788041939
-0.31269436123274386,-0.9073723226557484
-0.3070039007312817,-0.8557566784718982
-0.30095345594204503,-0.805835997283058
-0.2945307545888217,-0.7575632600947644
-0.28772317444841033,-0.7108926480418292
-0.280517734199274,-0.6657795132432769
-0.2729010840428414,-0.622180350341986
-0.2648594960919983,-0.5800527687133301
-0.25637885452118114,-0.5393554653274664
-0.24744464547235337,-0.5000481982502526
-0.2380419467110136,-0.46209176076813263
-0.22815541702624467,-0.4254479561226426
-0.21776928536867454,-0.39007957284052325
-0.20686733972007737,-0.35595036064574526
-0.19543291568819182,-0.32302500694004416
-0.1834488848201911,-0.29126911383889265
-0.1708976426280775,-0.260649175750104
-0.15776109631912338,-0.23113255748257175
-0.14402065222431823,-0.20268747287292577
-0.1296572029176134,-0.17528296391815432
-0.11465111401859575,-0.14888888040252715
-0.09898221067104072,-0.12347586000740318
-0.08262976368962546,-0.09901530889277485
-0.06557247536690261,-0.07547938273965324
-0.0477884649324451,-0.05284096824263587
-0.029255253655894143,-0.03107366504225527
-0.009949749585439755,-0.010151768086927443
0.010151768086927217,0.009949749585439538
0.03107366504225527,0.029255253655894143
0.05284096824263587,0.0477884649324451
0.07547938273965324,0.06557247536690261
0.09901530889277511,0.08262976368962566
0.1234758600074029,0.09898221067104053
0.14888888040252715,0.11465111401859575
0.17528296391815432,0.1296572029176134
0.20268747287292577,0.14402065222431823
0.23113255748257205,0.15776109631912355
0.2606491757501043,0.17089764262807766
0.29126911383889265,0.1834488848201911
0.32302500694004416,0.19543291568819182
0.35595036064574526,0.20686733972007737
0.3900795728405237,0.21776928536867465
0.42544795612264297,0.22815541702624478
0.46209176076813263,0.2380419467110136
0.5000481982502526,0.24744464547235337
0.5393554653274664,0.25637885452118114
0.5800527687133306,0.2648594960919984
0.6221803503419866,0.2729010840428415
0.6657795132432769,0.280517734199274
0.7108926480418292,0.28772317444841033
0.7575632600947644,0.2945307545888217
0.8058359972830584,0.3009534559420451
0.8557566784718988,0.30700390073128175
0.9073723226557479,0.31269436123274374
0.9607311788041939,0.31803676870498565
1.015882756425013,0.32304272210143
1.0728778568612853,0.3277234965711832
1.1317686053397575,0.33209005175311473
1.1926084837880626,0.3361530398680622
1.25545236443881,0.33992281361391363
1.320356544238955,0.3434094338682048
1.387378780083317,0.34662267720276957
1.4565783248915132,0.3495720432148708
1.5280159645480302,0.35226676167914034
1.601754055725632,0.35471579952455806
1.6778565646127084,0.35692786764059886
